Fornell C, 1981, J MARKETING RES, 18, 39	119	0.0645
Nunnally JC, 1978, PSYCHOMETRIC THEORY, 0, 0	94	0.0509
Anderson JC, 1988, PSYCHOL BULL, 103, 411	85	0.0460
Armstrong JS, 1977, J MARKETING RES, 14, 396	85	0.0460
Barney J, 1991, J MANAGE, 17, 99	85	0.0460
Miller JG, 1994, MANAGE SCI, 40, 285	83	0.0450
Hayes RH, 1984, RESTORING OUR COMPET, 0, 0	83	0.0450
Eisenhardt KM, 1989, ACAD MANAGE REV, 14, 532	80	0.0433
Podsakoff PM, 2003, J APPL PSYCHOL, 88, 879	78	0.0423
Podsakoff PM, 1986, J MANAGE, 12, 531	75	0.0406
Lee HL, 1997, MANAGE SCI, 43, 546	72	0.0390
Bollen kenneth A, 1989, STRUCTURAL EQUATIONS, 0, 0	69	0.0374
Flynn B B, 1990, J OPERATIONS MANAGEM, 9, 250	69	0.0374
Flynn B B, 1994, Journal of Operations Management, 11, 0	69	0.0374
Ferdows K, 1990, J OPERATIONS MANAGEM, 9, 168	61	0.0330
Swamidass PM, 1987, MANAGE SCI, 33, 509	60	0.0325
Frohlich MT, 2001, J OPER MANAG, 19, 185	56	0.0303
Teece DJ, 1997, STRATEGIC MANAGE J, 18, 509	56	0.0303
Powell TC, 1995, STRATEGIC MANAGE J, 16, 15	56	0.0303
Dyer JH, 1998, ACAD MANAGE REV, 23, 660	55	0.0298
Schmenner RW, 1998, J OPER MANAG, 17, 97	54	0.0293
Churchill GA, 1979, J MARKETING RES, 16, 64	52	0.0282
Cohen WM, 1990, ADMIN SCI QUART, 35, 128	52	0.0282
Thompson J, 1967, ORG ACTION, 0, 0	50	0.0271
Hair J, 1998, MULTIVARIATE DATA AN, 0, 0	50	0.0271
Gerwin D, 1993, MANAGE SCI, 39, 395	50	0.0271
Porter M, 1980, COMPETITIVE STRATEGY, 0, 0	50	0.0271
O'leary-kelly SW, 1998, J OPER MANAG, 16, 387	49	0.0265
Baron RM, 1986, J PERS SOC PSYCHOL, 51, 1173	49	0.0265
Bagozzi RP, 1991, ADMIN SCI QUART, 36, 421	48	0.0260
Cachon GP, 2000, MANAGE SCI, 46, 1032	48	0.0260
Flynn BB, 1995, DECISION SCI, 26, 659	47	0.0255
Ahire SL, 1996, DECISION SCI, 27, 23	47	0.0255
Vickery SK, 1993, DECISION SCI, 24, 435	47	0.0255
Carr AS, 1999, J OPER MANAG, 17, 497	47	0.0255
Fisher ML, 1997, HARVARD BUS REV, 75, 105	46	0.0249
Williamson O, 1975, MARKETS HIERARCHIES, 0, 0	46	0.0249
Wernerfelt B, 1984, STRATEGIC MANAGE J, 5, 171	45	0.0244
Kogut B, 1992, ORGAN SCI, 3, 383	45	0.0244
Clark k B, 1991, PRODUCT DEV PERFORMA, 0, 0	44	0.0238
Dillman d A, 1978, MAIL TELEPHONE SURVE, 0, 0	43	0.0233
Malhotra MK, 1998, J OPER MANAG, 16, 407	43	0.0233
Zipkin p H, 2000, FDN INVENTORY MANAGE, 0, 0	42	0.0228
Roth AV, 2003, PROD OPER MANAG, 12, 145	42	0.0228
Venkatraman N, 1989, ACAD MANAGE REV, 14, 423	42	0.0228
Nunnally j C, 1994, PSYCHOMETRIC THEORY, 0, 0	42	0.0228
Safizadeh MH, 1996, MANAGE SCI, 42, 1576	41	0.0222
