CommunityID	Keywords	TF	DF	TF-IDF	Sigma
0	PLATFORM STRATEGY	0.0072	0.0010	0.0499	2.2861
0	PRODUCT DEVELOPMENT	0.1449	0.0502	0.4337	5.1010
0	FIRM PERFORMANCE	0.0290	0.0143	0.1231	1.4487
0	KNOWLEDGE SHARING	0.0217	0.0123	0.0956	1.0086
0	SUPPLY CHAIN STRATEGY	0.0072	0.0113	0.0325	-0.4468
0	E-PROCUREMENT	0.0145	0.0061	0.0738	1.2558
0	BEHAVIORAL OPERATIONS MANAGEMENT	0.0072	0.0072	0.0358	0.0114
0	LEARNING INTENT	0.0072	0.0020	0.0449	1.3513
0	STRUCTURAL EQUATION MODELING	0.0580	0.0676	0.1562	-0.4485
0	SUPPLY CHAIN MANAGEMENT	0.1594	0.2549	0.2179	-2.5728
0	LEAN MANUFACTURING PRACTICES	0.0072	0.0010	0.0499	2.2861
0	TIME-BASED COMPETITION	0.0072	0.0031	0.0419	0.8866
0	RESOURCE BASED VIEW	0.0290	0.0072	0.1431	3.0393
0	SUPPLY CHAIN CONTRACTS	0.0072	0.0020	0.0449	1.3513
0	JOB DESIGN	0.0072	0.0010	0.0499	2.2861
0	STRATEGIC SUPPLY NETWORKS	0.0072	0.0010	0.0499	2.2861
0	3-DCE	0.0072	0.0010	0.0499	2.2861
0	SUPPLIER INTEGRATION	0.0290	0.0287	0.1030	0.0230
0	PRODUCT-DEVELOPMENT	0.0072	0.0010	0.0499	2.2861
0	SUPPLY CHAIN CONCENTRATION	0.0145	0.0133	0.0626	0.1217
0	IMPLEMENTATION	0.0072	0.0072	0.0358	0.0114
0	KNOWLEDGE MANAGEMENT	0.0217	0.0113	0.0975	1.1669
0	QUALITY MANAGEMENT	0.0290	0.0246	0.1074	0.3355
0	BUSINESS STRATEGY	0.0072	0.0020	0.0449	1.3513
0	CAPABILITIES	0.0362	0.0072	0.1789	4.0486
0	SUPPLY MANAGEMENT	0.0797	0.0870	0.1946	-0.3039
0	METRICS	0.0072	0.0041	0.0398	0.5799
0	SUPPLY RISK	0.0072	0.0020	0.0449	1.3513
0	ORGANIZATIONAL CAPABILITIES	0.0072	0.0051	0.0382	0.3504
0	REPLICATION RESEARCH	0.0145	0.0092	0.0679	0.6494
0	SERVICE PROCESSES	0.0072	0.0010	0.0499	2.2861
0	EMPIRICAL RESEARCH METHOD	0.0072	0.0082	0.0348	-0.1228
0	TRANSACTION COSTS	0.0145	0.0041	0.0797	1.9130
0	HUMAN RESOURCES/OPERATIONS INTERFACE	0.0072	0.0010	0.0499	2.2861
0	UNCERTAINTY	0.0217	0.0143	0.0923	0.7324
0	RISK	0.0072	0.0020	0.0449	1.3513
0	WIP INVENTORY	0.0145	0.0051	0.0764	1.5434
0	BEHAVIORAL RISK	0.0072	0.0020	0.0449	1.3513
0	TRANSACTION COST ANALYSIS	0.0145	0.0133	0.0626	0.1217
0	MEASUREMENT	0.0072	0.0113	0.0325	-0.4468
0	ANTECEDENTS OF NPD SPEED	0.0072	0.0020	0.0449	1.3513
0	OPERATIONS MANAGEMENT	0.0217	0.0092	0.1019	1.5404
0	OUTSOURCING	0.0580	0.0491	0.1747	0.4805
0	HEALTHCARE OPERATIONS	0.0145	0.0041	0.0797	1.9130
0	SUSTAINABILITY	0.0072	0.0010	0.0499	2.2861
0	METHODOLOGY	0.0072	0.0020	0.0449	1.3513
0	SUPPLY MANAGEMENT PRACTICES	0.0217	0.0102	0.0996	1.3426
0	FINANCIAL/ECONOMIC ANALYSIS	0.0072	0.0031	0.0419	0.8866
0	RADICAL PRODUCT INNOVATION	0.0072	0.0031	0.0419	0.8866
0	SUPPLY INTEGRATION	0.0145	0.0082	0.0696	0.8218
0	SOCIAL CAPITAL THEORY	0.0145	0.0092	0.0679	0.6494
0	LEAN BUNDLES	0.0072	0.0010	0.0499	2.2861
0	LOGISTICS	0.0145	0.0061	0.0738	1.2558
0	ENVIRONMENT	0.0072	0.0010	0.0499	2.2861
